Time,Volume,Open,High,Low,Close
2019-11-15 00:16:00+00:00,1,108.497,108.497,108.497,108.497
2019-11-15 00:16:05+00:00,1,108.494,108.494,108.494,108.494
2019-11-15 00:16:15+00:00,2,108.492,108.492,108.490,108.490
2019-11-15 00:16:40+00:00,1,108.492,108.492,108.492,108.492
2019-11-15 00:17:00+00:00,1,108.490,108.490,108.490,108.490
2019-11-15 00:17:10+00:00,2,108.492,108.495,108.492,108.495
2019-11-15 00:17:20+00:00,1,108.493,108.493,108.493,108.493
2019-11-15 00:17:30+00:00,1,108.495,108.495,108.495,108.495
2019-11-15 00:17:40+00:00,1,108.498,108.498,108.498,108.498
2019-11-15 00:17:50+00:00,2,108.496,108.496,108.492,108.492
2019-11-15 00:18:00+00:00,1,108.495,108.495,108.495,108.495
2019-11-15 00:18:10+00:00,1,108.498,108.498,108.498,108.498
2019-11-15 00:18:15+00:00,1,108.496,108.496,108.496,108.496
2019-11-15 00:18:25+00:00,1,108.492,108.492,108.492,108.492
2019-11-15 00:18:35+00:00,1,108.495,108.495,108.495,108.495
2019-11-15 00:18:45+00:00,1,108.492,108.492,108.492,108.492
2019-11-15 00:19:00+00:00,1,108.496,108.496,108.496,108.496
2019-11-15 00:19:05+00:00,1,108.493,108.493,108.493,108.493
2019-11-15 00:19:30+00:00,2,108.496,108.498,108.496,108.498
2019-11-15 00:19:55+00:00,3,108.495,108.495,108.490,108.490
2019-11-15 00:20:00+00:00,1,108.492,108.492,108.492,108.492
2019-11-15 00:20:05+00:00,1,108.496,108.496,108.496,108.496
2019-11-15 00:20:25+00:00,1,108.493,108.493,108.493,108.493
2019-11-15 00:20:30+00:00,3,108.495,108.495,108.490,108.490
2019-11-15 00:21:05+00:00,1,108.488,108.488,108.488,108.488
2019-11-15 00:21:10+00:00,5,108.485,108.485,108.480,108.484
2019-11-15 00:21:15+00:00,1,108.482,108.482,108.482,108.482
2019-11-15 00:21:20+00:00,1,108.484,108.484,108.484,108.484
2019-11-15 00:21:25+00:00,3,108.482,108.482,108.478,108.478
2019-11-15 00:21:30+00:00,1,108.480,108.480,108.480,108.480
2019-11-15 00:21:35+00:00,3,108.477,108.477,108.472,108.472
2019-11-15 00:21:50+00:00,1,108.470,108.470,108.470,108.470
2019-11-15 00:21:55+00:00,4,108.472,108.474,108.470,108.470
2019-11-15 00:22:00+00:00,1,108.472,108.472,108.472,108.472
2019-11-15 00:22:05+00:00,2,108.474,108.476,108.474,108.476
2019-11-15 00:22:10+00:00,1,108.480,108.480,108.480,108.480
2019-11-15 00:22:20+00:00,1,108.478,108.478,108.478,108.478
2019-11-15 00:22:25+00:00,1,108.480,108.480,108.480,108.480
2019-11-15 00:22:45+00:00,2,108.478,108.478,108.475,108.475
2019-11-15 00:22:50+00:00,1,108.478,108.478,108.478,108.478
2019-11-15 00:23:15+00:00,1,108.475,108.475,108.475,108.475
2019-11-15 00:23:35+00:00,1,108.472,108.472,108.472,108.472
2019-11-15 00:23:50+00:00,4,108.470,108.472,108.468,108.472
2019-11-15 00:24:10+00:00,2,108.470,108.472,108.470,108.472
2019-11-15 00:24:35+00:00,2,108.475,108.477,108.475,108.477
2019-11-15 00:24:40+00:00,1,108.475,108.475,108.475,108.475
2019-11-15 00:24:55+00:00,1,108.477,108.477,108.477,108.477
2019-11-15 00:25:00+00:00,1,108.480,108.480,108.480,108.480
2019-11-15 00:25:30+00:00,4,108.477,108.477,108.472,108.475
2019-11-15 00:26:15+00:00,1,108.472,108.472,108.472,108.472
2019-11-15 00:26:35+00:00,2,108.475,108.477,108.475,108.477
2019-11-15 00:26:55+00:00,2,108.480,108.482,108.480,108.482
2019-11-15 00:27:00+00:00,1,108.485,108.485,108.485,108.485
2019-11-15 00:27:35+00:00,3,108.488,108.494,108.488,108.494
2019-11-15 00:28:30+00:00,2,108.491,108.491,108.488,108.488
2019-11-15 00:28:35+00:00,1,108.491,108.491,108.491,108.491
2019-11-15 00:29:00+00:00,2,108.488,108.492,108.488,108.492
2019-11-15 00:29:05+00:00,2,108.489,108.492,108.489,108.492
2019-11-15 00:29:10+00:00,1,108.490,108.490,108.490,108.490
2019-11-15 00:29:30+00:00,1,108.492,108.492,108.492,108.492
2019-11-15 00:29:35+00:00,1,108.494,108.494,108.494,108.494
2019-11-15 00:29:45+00:00,1,108.496,108.496,108.496,108.496
2019-11-15 00:30:00+00:00,2,108.494,108.496,108.494,108.496
2019-11-15 00:30:05+00:00,1,108.498,108.498,108.498,108.498
2019-11-15 00:30:25+00:00,1,108.501,108.501,108.501,108.501
2019-11-15 00:30:30+00:00,3,108.504,108.504,108.501,108.504
2019-11-15 00:30:35+00:00,2,108.502,108.504,108.502,108.504
2019-11-15 00:31:05+00:00,1,108.506,108.506,108.506,108.506
2019-11-15 00:31:30+00:00,2,108.510,108.512,108.510,108.512
2019-11-15 00:31:35+00:00,2,108.515,108.515,108.512,108.512
2019-11-15 00:31:40+00:00,1,108.510,108.510,108.510,108.510
2019-11-15 00:31:45+00:00,1,108.512,108.512,108.512,108.512
2019-11-15 00:31:55+00:00,1,108.510,108.510,108.510,108.510
2019-11-15 00:32:00+00:00,1,108.508,108.508,108.508,108.508
2019-11-15 00:32:05+00:00,1,108.505,108.505,108.505,108.505
2019-11-15 00:32:10+00:00,2,108.507,108.507,108.505,108.505
2019-11-15 00:32:50+00:00,1,108.507,108.507,108.507,108.507
2019-11-15 00:33:00+00:00,1,108.510,108.510,108.510,108.510
2019-11-15 00:33:30+00:00,1,108.508,108.508,108.508,108.508
2019-11-15 00:33:35+00:00,1,108.505,108.505,108.505,108.505
2019-11-15 00:33:45+00:00,1,108.507,108.507,108.507,108.507
2019-11-15 00:33:55+00:00,1,108.504,108.504,108.504,108.504
2019-11-15 00:34:00+00:00,2,108.507,108.507,108.505,108.505
2019-11-15 00:34:10+00:00,1,108.502,108.502,108.502,108.502
2019-11-15 00:34:25+00:00,1,108.504,108.504,108.504,108.504
2019-11-15 00:34:30+00:00,1,108.507,108.507,108.507,108.507
2019-11-15 00:34:35+00:00,1,108.510,108.510,108.510,108.510
2019-11-15 00:35:15+00:00,2,108.512,108.515,108.512,108.515
2019-11-15 00:35:20+00:00,1,108.512,108.512,108.512,108.512
2019-11-15 00:35:25+00:00,1,108.510,108.510,108.510,108.510
2019-11-15 00:35:55+00:00,2,108.512,108.512,108.510,108.510
2019-11-15 00:36:00+00:00,1,108.512,108.512,108.512,108.512
2019-11-15 00:36:10+00:00,1,108.514,108.514,108.514,108.514
2019-11-15 00:36:45+00:00,4,108.516,108.522,108.516,108.520
2019-11-15 00:36:50+00:00,5,108.522,108.528,108.522,108.526
2019-11-15 00:36:55+00:00,4,108.529,108.531,108.526,108.526
2019-11-15 00:37:00+00:00,3,108.528,108.534,108.528,108.534
2019-11-15 00:37:05+00:00,6,108.532,108.540,108.529,108.540
2019-11-15 00:37:10+00:00,8,108.542,108.558,108.542,108.558
2019-11-15 00:37:15+00:00,11,108.556,108.576,108.556,108.571
2019-11-15 00:37:20+00:00,11,108.574,108.576,108.554,108.554
2019-11-15 00:37:25+00:00,6,108.552,108.554,108.550,108.550
2019-11-15 00:37:30+00:00,4,108.552,108.559,108.552,108.559
2019-11-15 00:37:35+00:00,3,108.557,108.557,108.552,108.552
2019-11-15 00:37:40+00:00,6,108.550,108.562,108.550,108.562
2019-11-15 00:37:45+00:00,4,108.560,108.562,108.558,108.558
2019-11-15 00:37:50+00:00,4,108.560,108.563,108.558,108.563
2019-11-15 00:37:55+00:00,1,108.560,108.560,108.560,108.560
2019-11-15 00:38:00+00:00,3,108.562,108.562,108.560,108.562
2019-11-15 00:38:05+00:00,2,108.565,108.567,108.565,108.567
2019-11-15 00:38:10+00:00,2,108.570,108.570,108.567,108.567
2019-11-15 00:38:20+00:00,1,108.564,108.564,108.564,108.564
2019-11-15 00:38:25+00:00,3,108.562,108.562,108.560,108.562
2019-11-15 00:38:30+00:00,1,108.564,108.564,108.564,108.564
2019-11-15 00:38:35+00:00,1,108.562,108.562,108.562,108.562
2019-11-15 00:38:40+00:00,1,108.560,108.560,108.560,108.560
2019-11-15 00:38:45+00:00,2,108.557,108.557,108.554,108.554
2019-11-15 00:39:00+00:00,3,108.557,108.559,108.556,108.556
2019-11-15 00:39:05+00:00,3,108.558,108.558,108.554,108.554
2019-11-15 00:39:10+00:00,1,108.556,108.556,108.556,108.556
2019-11-15 00:39:25+00:00,6,108.559,108.566,108.559,108.566
2019-11-15 00:39:30+00:00,2,108.564,108.564,108.561,108.561
2019-11-15 00:39:45+00:00,2,108.558,108.558,108.556,108.556
2019-11-15 00:39:55+00:00,2,108.554,108.556,108.554,108.556
2019-11-15 00:40:00+00:00,3,108.554,108.554,108.552,108.554
2019-11-15 00:40:15+00:00,2,108.557,108.560,108.557,108.560
2019-11-15 00:40:20+00:00,2,108.557,108.557,108.554,108.554
2019-11-15 00:40:25+00:00,1,108.557,108.557,108.557,108.557
2019-11-15 00:40:30+00:00,3,108.560,108.564,108.560,108.564
2019-11-15 00:40:35+00:00,1,108.562,108.562,108.562,108.562
2019-11-15 00:40:40+00:00,1,108.560,108.560,108.560,108.560
2019-11-15 00:40:50+00:00,3,108.558,108.558,108.553,108.553
2019-11-15 00:40:55+00:00,4,108.555,108.555,108.548,108.548
2019-11-15 00:41:00+00:00,1,108.550,108.550,108.550,108.550
2019-11-15 00:41:05+00:00,1,108.548,108.548,108.548,108.548
2019-11-15 00:41:10+00:00,1,108.550,108.550,108.550,108.550
2019-11-15 00:41:15+00:00,2,108.552,108.552,108.550,108.550
2019-11-15 00:41:30+00:00,2,108.552,108.555,108.552,108.555
2019-11-15 00:41:40+00:00,4,108.558,108.564,108.558,108.564
2019-11-15 00:41:45+00:00,3,108.562,108.562,108.558,108.558
2019-11-15 00:41:50+00:00,3,108.556,108.556,108.550,108.550
2019-11-15 00:41:55+00:00,1,108.553,108.553,108.553,108.553
2019-11-15 00:42:00+00:00,5,108.550,108.555,108.550,108.550
2019-11-15 00:42:05+00:00,1,108.552,108.552,108.552,108.552
2019-11-15 00:42:10+00:00,1,108.556,108.556,108.556,108.556
2019-11-15 00:42:15+00:00,3,108.552,108.552,108.550,108.552
2019-11-15 00:42:30+00:00,1,108.555,108.555,108.555,108.555
2019-11-15 00:42:40+00:00,1,108.553,108.553,108.553,108.553
2019-11-15 00:42:55+00:00,1,108.555,108.555,108.555,108.555
2019-11-15 00:43:00+00:00,3,108.558,108.562,108.558,108.562
2019-11-15 00:43:05+00:00,1,108.560,108.560,108.560,108.560
2019-11-15 00:43:20+00:00,3,108.562,108.564,108.562,108.562
2019-11-15 00:43:30+00:00,2,108.564,108.567,108.564,108.567
2019-11-15 00:43:35+00:00,3,108.570,108.574,108.570,108.574
2019-11-15 00:43:50+00:00,1,108.572,108.572,108.572,108.572
2019-11-15 00:43:55+00:00,6,108.570,108.570,108.558,108.558
2019-11-15 00:44:00+00:00,2,108.560,108.562,108.560,108.562
2019-11-15 00:44:35+00:00,1,108.564,108.564,108.564,108.564
2019-11-15 00:44:40+00:00,1,108.568,108.568,108.568,108.568
2019-11-15 00:44:45+00:00,5,108.570,108.577,108.570,108.575
2019-11-15 00:44:55+00:00,2,108.572,108.572,108.570,108.570
2019-11-15 00:45:00+00:00,2,108.568,108.570,108.568,108.570
2019-11-15 00:45:10+00:00,1,108.568,108.568,108.568,108.568
2019-11-15 00:45:30+00:00,3,108.570,108.570,108.564,108.564
2019-11-15 00:45:35+00:00,1,108.567,108.567,108.567,108.567
2019-11-15 00:45:50+00:00,1,108.570,108.570,108.570,108.570
2019-11-15 00:46:00+00:00,1,108.572,108.572,108.572,108.572
2019-11-15 00:46:10+00:00,2,108.575,108.578,108.575,108.578
2019-11-15 00:46:15+00:00,3,108.580,108.580,108.576,108.576
2019-11-15 00:46:25+00:00,3,108.578,108.578,108.574,108.574
2019-11-15 00:46:30+00:00,1,108.576,108.576,108.576,108.576
2019-11-15 00:46:40+00:00,1,108.578,108.578,108.578,108.578
2019-11-15 00:46:55+00:00,2,108.581,108.583,108.581,108.583
2019-11-15 00:47:05+00:00,2,108.580,108.580,108.578,108.578
2019-11-15 00:47:10+00:00,2,108.575,108.575,108.573,108.573
2019-11-15 00:47:15+00:00,1,108.576,108.576,108.576,108.576
2019-11-15 00:47:55+00:00,1,108.574,108.574,108.574,108.574
2019-11-15 00:48:30+00:00,1,108.571,108.571,108.571,108.571
2019-11-15 00:48:45+00:00,1,108.573,108.573,108.573,108.573
2019-11-15 00:48:55+00:00,1,108.571,108.571,108.571,108.571
2019-11-15 00:49:05+00:00,2,108.568,108.568,108.566,108.566
2019-11-15 00:49:10+00:00,2,108.568,108.571,108.568,108.571
2019-11-15 00:49:15+00:00,1,108.574,108.574,108.574,108.574
2019-11-15 00:49:20+00:00,2,108.576,108.576,108.574,108.574
2019-11-15 00:49:25+00:00,3,108.572,108.577,108.572,108.577
2019-11-15 00:49:30+00:00,1,108.574,108.574,108.574,108.574
2019-11-15 00:49:35+00:00,1,108.577,108.577,108.577,108.577
2019-11-15 00:49:45+00:00,1,108.574,108.574,108.574,108.574
2019-11-15 00:49:50+00:00,1,108.572,108.572,108.572,108.572
2019-11-15 00:50:00+00:00,1,108.574,108.574,108.574,108.574
2019-11-15 00:50:10+00:00,3,108.571,108.576,108.571,108.576
2019-11-15 00:50:20+00:00,1,108.578,108.578,108.578,108.578
2019-11-15 00:50:25+00:00,2,108.581,108.581,108.578,108.578
2019-11-15 00:50:30+00:00,2,108.580,108.583,108.580,108.583
2019-11-15 00:50:35+00:00,3,108.586,108.588,108.585,108.585
2019-11-15 00:50:40+00:00,1,108.588,108.588,108.588,108.588
2019-11-15 00:50:45+00:00,2,108.586,108.588,108.586,108.588
2019-11-15 00:50:50+00:00,2,108.590,108.590,108.588,108.588
2019-11-15 00:51:05+00:00,2,108.585,108.585,108.582,108.582
2019-11-15 00:51:10+00:00,2,108.580,108.580,108.577,108.577
2019-11-15 00:51:15+00:00,6,108.574,108.574,108.563,108.563
2019-11-15 00:51:20+00:00,4,108.565,108.567,108.562,108.567
2019-11-15 00:51:25+00:00,3,108.570,108.572,108.570,108.570
2019-11-15 00:51:30+00:00,5,108.572,108.572,108.568,108.572
2019-11-15 00:51:35+00:00,3,108.570,108.570,108.565,108.565
2019-11-15 00:51:40+00:00,2,108.567,108.567,108.564,108.564
2019-11-15 00:51:50+00:00,1,108.562,108.562,108.562,108.562
2019-11-15 00:51:55+00:00,3,108.564,108.567,108.564,108.565
2019-11-15 00:52:05+00:00,1,108.562,108.562,108.562,108.562
2019-11-15 00:52:10+00:00,1,108.560,108.560,108.560,108.560
2019-11-15 00:52:15+00:00,6,108.562,108.562,108.558,108.560
2019-11-15 00:52:20+00:00,3,108.558,108.562,108.558,108.562
2019-11-15 00:52:35+00:00,2,108.565,108.567,108.565,108.567
2019-11-15 00:52:40+00:00,1,108.570,108.570,108.570,108.570
2019-11-15 00:52:45+00:00,2,108.572,108.572,108.570,108.570
2019-11-15 00:52:50+00:00,3,108.568,108.570,108.568,108.568
2019-11-15 00:52:55+00:00,1,108.565,108.565,108.565,108.565
2019-11-15 00:53:00+00:00,3,108.567,108.567,108.562,108.562
2019-11-15 00:53:15+00:00,3,108.564,108.568,108.564,108.565
2019-11-15 00:53:20+00:00,2,108.563,108.565,108.563,108.565
2019-11-15 00:53:25+00:00,1,108.562,108.562,108.562,108.562
2019-11-15 00:53:40+00:00,2,108.560,108.562,108.560,108.562
2019-11-15 00:53:50+00:00,1,108.560,108.560,108.560,108.560
2019-11-15 00:53:55+00:00,1,108.562,108.562,108.562,108.562
2019-11-15 00:54:00+00:00,3,108.560,108.560,108.556,108.556
2019-11-15 00:54:05+00:00,1,108.558,108.558,108.558,108.558
2019-11-15 00:54:10+00:00,1,108.560,108.560,108.560,108.560
2019-11-15 00:54:15+00:00,2,108.562,108.564,108.562,108.564
2019-11-15 00:54:20+00:00,3,108.562,108.564,108.562,108.562
2019-11-15 00:54:25+00:00,2,108.564,108.564,108.562,108.562
2019-11-15 00:54:30+00:00,2,108.564,108.567,108.564,108.567
2019-11-15 00:54:35+00:00,2,108.570,108.570,108.567,108.567
2019-11-15 00:54:40+00:00,3,108.570,108.572,108.570,108.570
2019-11-15 00:54:45+00:00,2,108.572,108.572,108.570,108.570
2019-11-15 00:54:50+00:00,7,108.572,108.572,108.568,108.568
2019-11-15 00:54:55+00:00,10,108.565,108.580,108.565,108.572
2019-11-15 00:55:00+00:00,14,108.570,108.579,108.566,108.566
2019-11-15 00:55:05+00:00,3,108.568,108.573,108.568,108.573
2019-11-15 00:55:15+00:00,1,108.570,108.570,108.570,108.570
2019-11-15 00:55:20+00:00,2,108.568,108.568,108.565,108.565
2019-11-15 00:55:25+00:00,4,108.567,108.567,108.560,108.560
2019-11-15 00:55:30+00:00,2,108.563,108.566,108.563,108.566
2019-11-15 00:55:35+00:00,2,108.564,108.564,108.562,108.562
2019-11-15 00:55:40+00:00,1,108.559,108.559,108.559,108.559
2019-11-15 00:55:45+00:00,2,108.561,108.564,108.561,108.564
2019-11-15 00:55:50+00:00,3,108.566,108.566,108.561,108.561
2019-11-15 00:55:55+00:00,1,108.564,108.564,108.564,108.564
2019-11-15 00:56:00+00:00,5,108.566,108.570,108.566,108.570
2019-11-15 00:56:05+00:00,3,108.573,108.578,108.573,108.578
2019-11-15 00:56:10+00:00,3,108.581,108.581,108.576,108.576
2019-11-15 00:56:15+00:00,2,108.578,108.578,108.576,108.576
2019-11-15 00:56:20+00:00,1,108.578,108.578,108.578,108.578
2019-11-15 00:56:25+00:00,3,108.581,108.586,108.581,108.586
2019-11-15 00:56:30+00:00,5,108.588,108.593,108.588,108.588
2019-11-15 00:56:35+00:00,2,108.590,108.590,108.588,108.588
2019-11-15 00:56:40+00:00,2,108.586,108.586,108.583,108.583
2019-11-15 00:56:45+00:00,1,108.581,108.581,108.581,108.581
2019-11-15 00:56:50+00:00,3,108.583,108.586,108.583,108.583
2019-11-15 00:57:00+00:00,2,108.586,108.588,108.586,108.588
2019-11-15 00:57:05+00:00,8,108.586,108.592,108.583,108.592
2019-11-15 00:57:10+00:00,6,108.590,108.597,108.590,108.592
2019-11-15 00:57:15+00:00,4,108.594,108.594,108.587,108.587
2019-11-15 00:57:20+00:00,1,108.585,108.585,108.585,108.585
2019-11-15 00:57:25+00:00,1,108.587,108.587,108.587,108.587
